Inning,Over,Batting_Team,Player,Non_Striker,Baller,Runs,Extra
1,0.1,Chennai Super Kings,MEK Hussey,M Vijay,S Nadeem,1,0
1,0.2,Chennai Super Kings,M Vijay,MEK Hussey,S Nadeem,2,0
1,0.3,Chennai Super Kings,M Vijay,MEK Hussey,S Nadeem,0,0
1,0.4,Chennai Super Kings,M Vijay,MEK Hussey,S Nadeem,1,0
1,0.5,Chennai Super Kings,MEK Hussey,M Vijay,S Nadeem,1,0
1,0.6,Chennai Super Kings,M Vijay,MEK Hussey,S Nadeem,0,0
1,1.1,Chennai Super Kings,MEK Hussey,M Vijay,IK Pathan,0,0
1,1.2,Chennai Super Kings,MEK Hussey,M Vijay,IK Pathan,4,0
1,1.3,Chennai Super Kings,MEK Hussey,M Vijay,IK Pathan,1,0
1,1.4,Chennai Super Kings,M Vijay,MEK Hussey,IK Pathan,1,0
1,1.5,Chennai Super Kings,MEK Hussey,M Vijay,IK Pathan,0,0
1,1.6,Chennai Super Kings,MEK Hussey,M Vijay,IK Pathan,0,0
1,2.1,Chennai Super Kings,M Vijay,MEK Hussey,M Morkel,0,0
1,2.2,Chennai Super Kings,M Vijay,MEK Hussey,M Morkel,1,0
1,2.3,Chennai Super Kings,MEK Hussey,M Vijay,M Morkel,0,1
1,2.4,Chennai Super Kings,MEK Hussey,M Vijay,M Morkel,0,0
1,2.5,Chennai Super Kings,MEK Hussey,M Vijay,M Morkel,0,0
1,2.6,Chennai Super Kings,MEK Hussey,M Vijay,M Morkel,0,0
1,2.7,Chennai Super Kings,MEK Hussey,M Vijay,M Morkel,2,0
1,3.1,Chennai Super Kings,M Vijay,MEK Hussey,UT Yadav,4,0
1,3.2,Chennai Super Kings,M Vijay,MEK Hussey,UT Yadav,0,0
1,3.3,Chennai Super Kings,M Vijay,MEK Hussey,UT Yadav,1,0
1,3.4,Chennai Super Kings,MEK Hussey,M Vijay,UT Yadav,0,0
1,3.5,Chennai Super Kings,MEK Hussey,M Vijay,UT Yadav,1,0
1,3.6,Chennai Super Kings,M Vijay,MEK Hussey,UT Yadav,4,0
1,4.1,Chennai Super Kings,MEK Hussey,M Vijay,M Morkel,1,0
1,4.2,Chennai Super Kings,M Vijay,MEK Hussey,M Morkel,4,0
1,4.3,Chennai Super Kings,M Vijay,MEK Hussey,M Morkel,0,0
1,4.4,Chennai Super Kings,SK Raina,MEK Hussey,M Morkel,4,0
1,4.5,Chennai Super Kings,SK Raina,MEK Hussey,M Morkel,0,0
1,4.6,Chennai Super Kings,SK Raina,MEK Hussey,M Morkel,0,0
1,5.1,Chennai Super Kings,MEK Hussey,SK Raina,IK Pathan,4,0
1,5.2,Chennai Super Kings,MEK Hussey,SK Raina,IK Pathan,1,0
1,5.3,Chennai Super Kings,SK Raina,MEK Hussey,IK Pathan,0,0
1,5.4,Chennai Super Kings,SK Raina,MEK Hussey,IK Pathan,0,0
1,5.5,Chennai Super Kings,SK Raina,MEK Hussey,IK Pathan,0,0
1,5.6,Chennai Super Kings,SK Raina,MEK Hussey,IK Pathan,0,0
1,6.1,Chennai Super Kings,MEK Hussey,SK Raina,V Sehwag,1,0
1,6.2,Chennai Super Kings,SK Raina,MEK Hussey,V Sehwag,1,0
1,6.3,Chennai Super Kings,MEK Hussey,SK Raina,V Sehwag,1,0
1,6.4,Chennai Super Kings,SK Raina,MEK Hussey,V Sehwag,1,0
1,6.5,Chennai Super Kings,MEK Hussey,SK Raina,V Sehwag,1,0
1,6.6,Chennai Super Kings,SK Raina,MEK Hussey,V Sehwag,4,0
1,7.1,Chennai Super Kings,MEK Hussey,SK Raina,AB Agarkar,0,1
1,7.2,Chennai Super Kings,MEK Hussey,SK Raina,AB Agarkar,1,0
1,7.3,Chennai Super Kings,SK Raina,MEK Hussey,AB Agarkar,0,0
1,7.4,Chennai Super Kings,SK Raina,MEK Hussey,AB Agarkar,0,0
1,7.5,Chennai Super Kings,SK Raina,MEK Hussey,AB Agarkar,0,0
1,7.6,Chennai Super Kings,SK Raina,MEK Hussey,AB Agarkar,0,0
1,7.7,Chennai Super Kings,SK Raina,MEK Hussey,AB Agarkar,0,0
1,8.1,Chennai Super Kings,MEK Hussey,SK Raina,S Nadeem,0,1
1,8.2,Chennai Super Kings,MEK Hussey,SK Raina,S Nadeem,1,0
1,8.3,Chennai Super Kings,SK Raina,MEK Hussey,S Nadeem,0,0
1,8.4,Chennai Super Kings,SK Raina,MEK Hussey,S Nadeem,2,0
1,8.5,Chennai Super Kings,SK Raina,MEK Hussey,S Nadeem,1,0
1,8.6,Chennai Super Kings,MEK Hussey,SK Raina,S Nadeem,1,0
