Inning,Over,Batting_Team,Player,Non_Striker,Baller,Runs,Extra
1,17.1,Sunrisers Hyderabad,CL White,NLTC Perera,RP Singh,1,0
1,17.2,Sunrisers Hyderabad,NLTC Perera,CL White,RP Singh,0,1
1,17.3,Sunrisers Hyderabad,NLTC Perera,CL White,RP Singh,0,1
1,17.4,Sunrisers Hyderabad,NLTC Perera,CL White,RP Singh,4,0
1,17.5,Sunrisers Hyderabad,NLTC Perera,CL White,RP Singh,0,0
1,17.6,Sunrisers Hyderabad,NLTC Perera,CL White,RP Singh,0,0
1,17.7,Sunrisers Hyderabad,A Ashish Reddy,CL White,RP Singh,1,0
1,17.8,Sunrisers Hyderabad,CL White,A Ashish Reddy,RP Singh,1,0
1,18.1,Sunrisers Hyderabad,CL White,A Ashish Reddy,R Vinay Kumar,0,1
1,18.2,Sunrisers Hyderabad,CL White,A Ashish Reddy,R Vinay Kumar,1,0
1,18.3,Sunrisers Hyderabad,A Ashish Reddy,CL White,R Vinay Kumar,1,0
1,18.4,Sunrisers Hyderabad,CL White,A Ashish Reddy,R Vinay Kumar,6,0
1,18.5,Sunrisers Hyderabad,CL White,A Ashish Reddy,R Vinay Kumar,1,0
1,18.6,Sunrisers Hyderabad,A Ashish Reddy,CL White,R Vinay Kumar,1,0
1,18.7,Sunrisers Hyderabad,CL White,A Ashish Reddy,R Vinay Kumar,0,0
1,19.1,Sunrisers Hyderabad,A Ashish Reddy,GH Vihari,RP Singh,0,0
1,19.2,Sunrisers Hyderabad,BB Samantray,GH Vihari,RP Singh,1,0
1,19.3,Sunrisers Hyderabad,GH Vihari,BB Samantray,RP Singh,2,0
1,19.4,Sunrisers Hyderabad,GH Vihari,BB Samantray,RP Singh,1,0
1,19.5,Sunrisers Hyderabad,BB Samantray,GH Vihari,RP Singh,1,0
1,19.6,Sunrisers Hyderabad,GH Vihari,BB Samantray,RP Singh,1,0
2,0.1,Royal Challengers Bangalore,MA Agarwal,CH Gayle,GH Vihari,0,0
2,0.2,Royal Challengers Bangalore,MA Agarwal,CH Gayle,GH Vihari,0,0
2,0.3,Royal Challengers Bangalore,MA Agarwal,CH Gayle,GH Vihari,6,0
2,0.4,Royal Challengers Bangalore,MA Agarwal,CH Gayle,GH Vihari,4,0
2,0.5,Royal Challengers Bangalore,MA Agarwal,CH Gayle,GH Vihari,1,0
2,0.6,Royal Challengers Bangalore,CH Gayle,MA Agarwal,GH Vihari,1,0
2,1.1,Royal Challengers Bangalore,CH Gayle,MA Agarwal,DW Steyn,4,0
2,1.2,Royal Challengers Bangalore,CH Gayle,MA Agarwal,DW Steyn,0,0
2,1.3,Royal Challengers Bangalore,CH Gayle,MA Agarwal,DW Steyn,0,0
2,1.4,Royal Challengers Bangalore,CH Gayle,MA Agarwal,DW Steyn,0,0
2,1.5,Royal Challengers Bangalore,CH Gayle,MA Agarwal,DW Steyn,0,0
2,1.6,Royal Challengers Bangalore,CH Gayle,MA Agarwal,DW Steyn,0,0
2,2.1,Royal Challengers Bangalore,MA Agarwal,CH Gayle,I Sharma,0,0
2,2.2,Royal Challengers Bangalore,MA Agarwal,CH Gayle,I Sharma,0,0
2,2.3,Royal Challengers Bangalore,MA Agarwal,CH Gayle,I Sharma,2,0
2,2.4,Royal Challengers Bangalore,MA Agarwal,CH Gayle,I Sharma,0,0
2,2.5,Royal Challengers Bangalore,MA Agarwal,CH Gayle,I Sharma,4,0
2,2.6,Royal Challengers Bangalore,MA Agarwal,CH Gayle,I Sharma,0,0
2,3.1,Royal Challengers Bangalore,CH Gayle,MA Agarwal,DW Steyn,1,0
2,3.2,Royal Challengers Bangalore,MA Agarwal,CH Gayle,DW Steyn,0,0
2,3.3,Royal Challengers Bangalore,MA Agarwal,CH Gayle,DW Steyn,0,0
2,3.4,Royal Challengers Bangalore,MA Agarwal,CH Gayle,DW Steyn,0,0
2,3.5,Royal Challengers Bangalore,MA Agarwal,CH Gayle,DW Steyn,1,0
2,3.6,Royal Challengers Bangalore,CH Gayle,MA Agarwal,DW Steyn,0,0
2,4.1,Royal Challengers Bangalore,MA Agarwal,CH Gayle,I Sharma,0,0
2,4.2,Royal Challengers Bangalore,MA Agarwal,CH Gayle,I Sharma,6,0
2,4.3,Royal Challengers Bangalore,MA Agarwal,CH Gayle,I Sharma,4,0
2,4.4,Royal Challengers Bangalore,MA Agarwal,CH Gayle,I Sharma,1,0
2,4.5,Royal Challengers Bangalore,CH Gayle,MA Agarwal,I Sharma,0,0
2,4.6,Royal Challengers Bangalore,CH Gayle,MA Agarwal,I Sharma,4,0
2,5.1,Royal Challengers Bangalore,MA Agarwal,CH Gayle,NLTC Perera,0,0
2,5.2,Royal Challengers Bangalore,CH Gayle,V Kohli,NLTC Perera,0,0
2,5.3,Royal Challengers Bangalore,CH Gayle,V Kohli,NLTC Perera,2,0
2,5.4,Royal Challengers Bangalore,CH Gayle,V Kohli,NLTC Perera,1,0
2,5.5,Royal Challengers Bangalore,V Kohli,CH Gayle,NLTC Perera,4,0
2,5.6,Royal Challengers Bangalore,V Kohli,CH Gayle,NLTC Perera,0,1
2,5.7,Royal Challengers Bangalore,V Kohli,CH Gayle,NLTC Perera,0,0
2,6.1,Royal Challengers Bangalore,CH Gayle,V Kohli,I Sharma,0,0
2,6.2,Royal Challengers Bangalore,AB de Villiers,V Kohli,I Sharma,0,0
2,6.3,Royal Challengers Bangalore,AB de Villiers,V Kohli,I Sharma,1,0
2,6.4,Royal Challengers Bangalore,V Kohli,AB de Villiers,I Sharma,0,0
2,6.5,Royal Challengers Bangalore,V Kohli,AB de Villiers,I Sharma,0,0
2,6.6,Royal Challengers Bangalore,V Kohli,AB de Villiers,I Sharma,0,0
2,7.1,Royal Challengers Bangalore,AB de Villiers,V Kohli,A Mishra,0,0
2,7.2,Royal Challengers Bangalore,AB de Villiers,V Kohli,A Mishra,0,0
2,7.3,Royal Challengers Bangalore,AB de Villiers,V Kohli,A Mishra,0,0
2,7.4,Royal Challengers Bangalore,AB de Villiers,V Kohli,A Mishra,1,0
2,7.5,Royal Challengers Bangalore,V Kohli,AB de Villiers,A Mishra,0,0
2,7.6,Royal Challengers Bangalore,V Kohli,AB de Villiers,A Mishra,1,0
2,8.1,Royal Challengers Bangalore,V Kohli,AB de Villiers,NLTC Perera,1,0
2,8.2,Royal Challengers Bangalore,AB de Villiers,V Kohli,NLTC Perera,1,0
2,8.3,Royal Challengers Bangalore,V Kohli,AB de Villiers,NLTC Perera,0,0
2,8.4,Royal Challengers Bangalore,V Kohli,AB de Villiers,NLTC Perera,6,0
2,8.5,Royal Challengers Bangalore,V Kohli,AB de Villiers,NLTC Perera,1,0
2,8.6,Royal Challengers Bangalore,AB de Villiers,V Kohli,NLTC Perera,2,0
2,9.1,Royal Challengers Bangalore,V Kohli,AB de Villiers,A Mishra,0,0
2,9.2,Royal Challengers Bangalore,V Kohli,AB de Villiers,A Mishra,4,0
2,9.3,Royal Challengers Bangalore,V Kohli,AB de Villiers,A Mishra,1,0
2,9.4,Royal Challengers Bangalore,AB de Villiers,V Kohli,A Mishra,1,0
2,9.5,Royal Challengers Bangalore,V Kohli,AB de Villiers,A Mishra,1,0
2,9.6,Royal Challengers Bangalore,AB de Villiers,V Kohli,A Mishra,1,0
2,10.1,Royal Challengers Bangalore,AB de Villiers,V Kohli,A Ashish Reddy,0,1
2,10.2,Royal Challengers Bangalore,V Kohli,AB de Villiers,A Ashish Reddy,4,0
2,10.3,Royal Challengers Bangalore,V Kohli,AB de Villiers,A Ashish Reddy,1,0
2,10.4,Royal Challengers Bangalore,AB de Villiers,V Kohli,A Ashish Reddy,6,0
2,10.5,Royal Challengers Bangalore,AB de Villiers,V Kohli,A Ashish Reddy,1,0
2,10.6,Royal Challengers Bangalore,V Kohli,AB de Villiers,A Ashish Reddy,0,0
2,11.1,Royal Challengers Bangalore,AB de Villiers,V Kohli,CL White,1,0
2,11.2,Royal Challengers Bangalore,V Kohli,AB de Villiers,CL White,4,0
2,11.3,Royal Challengers Bangalore,V Kohli,AB de Villiers,CL White,6,0
2,11.4,Royal Challengers Bangalore,V Kohli,AB de Villiers,CL White,2,0
2,11.5,Royal Challengers Bangalore,V Kohli,AB de Villiers,CL White,1,0
2,11.6,Royal Challengers Bangalore,AB de Villiers,V Kohli,CL White,0,0
2,12.1,Royal Challengers Bangalore,V Kohli,MC Henriques,DW Steyn,0,0
2,12.2,Royal Challengers Bangalore,V Kohli,MC Henriques,DW Steyn,1,0
2,12.3,Royal Challengers Bangalore,MC Henriques,V Kohli,DW Steyn,0,0
2,12.4,Royal Challengers Bangalore,MC Henriques,V Kohli,DW Steyn,1,0
2,12.5,Royal Challengers Bangalore,V Kohli,MC Henriques,DW Steyn,2,0
2,12.6,Royal Challengers Bangalore,V Kohli,MC Henriques,DW Steyn,1,0
2,13.1,Royal Challengers Bangalore,V Kohli,MC Henriques,A Mishra,4,0
2,13.2,Royal Challengers Bangalore,V Kohli,MC Henriques,A Mishra,1,0
2,13.3,Royal Challengers Bangalore,MC Henriques,V Kohli,A Mishra,4,0
2,13.4,Royal Challengers Bangalore,MC Henriques,V Kohli,A Mishra,1,0
2,13.5,Royal Challengers Bangalore,V Kohli,MC Henriques,A Mishra,1,0
2,13.6,Royal Challengers Bangalore,MC Henriques,V Kohli,A Mishra,0,0
2,14.1,Royal Challengers Bangalore,V Kohli,MC Henriques,DW Steyn,1,0
2,14.2,Royal Challengers Bangalore,MC Henriques,V Kohli,DW Steyn,0,0
2,14.3,Royal Challengers Bangalore,MC Henriques,V Kohli,DW Steyn,1,0
2,14.4,Royal Challengers Bangalore,V Kohli,MC Henriques,DW Steyn,2,0
2,14.5,Royal Challengers Bangalore,V Kohli,MC Henriques,DW Steyn,1,0
2,14.6,Royal Challengers Bangalore,MC Henriques,V Kohli,DW Steyn,0,0
2,15.1,Royal Challengers Bangalore,V Kohli,MC Henriques,A Mishra,6,0
2,15.2,Royal Challengers Bangalore,V Kohli,MC Henriques,A Mishra,6,0
2,15.3,Royal Challengers Bangalore,V Kohli,MC Henriques,A Mishra,0,0
2,15.4,Royal Challengers Bangalore,V Kohli,MC Henriques,A Mishra,0,1
2,15.5,Royal Challengers Bangalore,V Kohli,MC Henriques,A Mishra,2,0
2,15.6,Royal Challengers Bangalore,V Kohli,MC Henriques,A Mishra,4,0
2,15.7,Royal Challengers Bangalore,V Kohli,MC Henriques,A Mishra,0,1
2,15.8,Royal Challengers Bangalore,V Kohli,MC Henriques,A Mishra,1,0
2,16.1,Royal Challengers Bangalore,V Kohli,MC Henriques,NLTC Perera,4,0
2,16.2,Royal Challengers Bangalore,V Kohli,MC Henriques,NLTC Perera,4,0
2,16.3,Royal Challengers Bangalore,V Kohli,MC Henriques,NLTC Perera,2,0
2,16.4,Royal Challengers Bangalore,V Kohli,MC Henriques,NLTC Perera,0,1
2,16.5,Royal Challengers Bangalore,V Kohli,MC Henriques,NLTC Perera,4,0
2,16.6,Royal Challengers Bangalore,V Kohli,MC Henriques,NLTC Perera,1,0
2,16.7,Royal Challengers Bangalore,MC Henriques,V Kohli,NLTC Perera,0,0
2,17.1,Royal Challengers Bangalore,V Kohli,MC Henriques,I Sharma,4,0
2,17.2,Royal Challengers Bangalore,V Kohli,MC Henriques,I Sharma,0,0
2,17.3,Royal Challengers Bangalore,V Kohli,MC Henriques,I Sharma,0,0
2,17.4,Royal Challengers Bangalore,V Kohli,MC Henriques,I Sharma,4,0
