Inning,Over,Batting_Team,Player,Non_Striker,Baller,Runs,Extra
1,7.5,Royal Challengers Bangalore,KM Jadhav,SR Watson,A Mishra,0,0
1,7.6,Royal Challengers Bangalore,KM Jadhav,SR Watson,A Mishra,0,0
1,8.1,Royal Challengers Bangalore,SR Watson,KM Jadhav,S Nadeem,1,0
1,8.2,Royal Challengers Bangalore,KM Jadhav,SR Watson,S Nadeem,0,0
1,8.3,Royal Challengers Bangalore,KM Jadhav,SR Watson,S Nadeem,1,0
1,8.4,Royal Challengers Bangalore,SR Watson,KM Jadhav,S Nadeem,0,0
1,8.5,Royal Challengers Bangalore,STR Binny,KM Jadhav,S Nadeem,0,0
1,8.6,Royal Challengers Bangalore,STR Binny,KM Jadhav,S Nadeem,0,0
1,9.1,Royal Challengers Bangalore,KM Jadhav,STR Binny,Z Khan,1,0
1,9.2,Royal Challengers Bangalore,STR Binny,KM Jadhav,Z Khan,2,0
1,9.3,Royal Challengers Bangalore,STR Binny,KM Jadhav,Z Khan,1,0
1,9.4,Royal Challengers Bangalore,KM Jadhav,STR Binny,Z Khan,1,0
1,9.5,Royal Challengers Bangalore,STR Binny,KM Jadhav,Z Khan,0,0
1,9.6,Royal Challengers Bangalore,STR Binny,KM Jadhav,Z Khan,1,0
1,10.1,Royal Challengers Bangalore,STR Binny,KM Jadhav,S Nadeem,1,0
1,10.2,Royal Challengers Bangalore,KM Jadhav,STR Binny,S Nadeem,1,0
1,10.3,Royal Challengers Bangalore,STR Binny,KM Jadhav,S Nadeem,1,0
1,10.4,Royal Challengers Bangalore,KM Jadhav,STR Binny,S Nadeem,0,0
1,10.5,Royal Challengers Bangalore,KM Jadhav,STR Binny,S Nadeem,1,0
1,10.6,Royal Challengers Bangalore,STR Binny,KM Jadhav,S Nadeem,1,0
1,11.1,Royal Challengers Bangalore,STR Binny,KM Jadhav,PJ Cummins,0,0
1,11.2,Royal Challengers Bangalore,STR Binny,KM Jadhav,PJ Cummins,4,0
1,11.3,Royal Challengers Bangalore,STR Binny,KM Jadhav,PJ Cummins,1,0
1,11.4,Royal Challengers Bangalore,KM Jadhav,STR Binny,PJ Cummins,1,0
1,11.5,Royal Challengers Bangalore,STR Binny,KM Jadhav,PJ Cummins,1,0
1,11.6,Royal Challengers Bangalore,KM Jadhav,STR Binny,PJ Cummins,0,1
1,12.1,Royal Challengers Bangalore,KM Jadhav,STR Binny,A Mishra,2,0
1,12.2,Royal Challengers Bangalore,KM Jadhav,STR Binny,A Mishra,6,0
1,12.3,Royal Challengers Bangalore,KM Jadhav,STR Binny,A Mishra,4,0
1,12.4,Royal Challengers Bangalore,KM Jadhav,STR Binny,A Mishra,4,0
1,12.5,Royal Challengers Bangalore,KM Jadhav,STR Binny,A Mishra,2,0
1,12.6,Royal Challengers Bangalore,KM Jadhav,STR Binny,A Mishra,6,0
1,13.1,Royal Challengers Bangalore,STR Binny,KM Jadhav,CR Brathwaite,0,1
1,13.2,Royal Challengers Bangalore,STR Binny,KM Jadhav,CR Brathwaite,1,0
1,13.3,Royal Challengers Bangalore,KM Jadhav,STR Binny,CR Brathwaite,4,0
1,13.4,Royal Challengers Bangalore,KM Jadhav,STR Binny,CR Brathwaite,6,0
1,13.5,Royal Challengers Bangalore,KM Jadhav,STR Binny,CR Brathwaite,2,0
1,13.6,Royal Challengers Bangalore,KM Jadhav,STR Binny,CR Brathwaite,1,0
1,13.7,Royal Challengers Bangalore,STR Binny,KM Jadhav,CR Brathwaite,1,0
1,14.1,Royal Challengers Bangalore,STR Binny,KM Jadhav,Z Khan,0,0
1,14.2,Royal Challengers Bangalore,STR Binny,KM Jadhav,Z Khan,1,0
1,14.3,Royal Challengers Bangalore,KM Jadhav,STR Binny,Z Khan,0,1
1,14.4,Royal Challengers Bangalore,KM Jadhav,STR Binny,Z Khan,0,0
1,14.5,Royal Challengers Bangalore,KM Jadhav,STR Binny,Z Khan,4,0
1,14.6,Royal Challengers Bangalore,KM Jadhav,STR Binny,Z Khan,1,0
1,14.7,Royal Challengers Bangalore,STR Binny,KM Jadhav,Z Khan,0,0
1,15.1,Royal Challengers Bangalore,Vishnu Vinod,KM Jadhav,CR Brathwaite,1,0
1,15.2,Royal Challengers Bangalore,KM Jadhav,Vishnu Vinod,CR Brathwaite,1,0
1,15.3,Royal Challengers Bangalore,Vishnu Vinod,KM Jadhav,CR Brathwaite,1,0
1,15.4,Royal Challengers Bangalore,KM Jadhav,Vishnu Vinod,CR Brathwaite,0,0
1,15.5,Royal Challengers Bangalore,KM Jadhav,Vishnu Vinod,CR Brathwaite,4,0
1,15.6,Royal Challengers Bangalore,KM Jadhav,Vishnu Vinod,CR Brathwaite,6,0
1,16.1,Royal Challengers Bangalore,Vishnu Vinod,KM Jadhav,Z Khan,1,0
1,16.2,Royal Challengers Bangalore,KM Jadhav,Vishnu Vinod,Z Khan,1,0
1,16.3,Royal Challengers Bangalore,Vishnu Vinod,KM Jadhav,Z Khan,6,0
1,16.4,Royal Challengers Bangalore,Vishnu Vinod,KM Jadhav,Z Khan,0,0
1,16.5,Royal Challengers Bangalore,KM Jadhav,P Negi,Z Khan,0,0
1,16.6,Royal Challengers Bangalore,KM Jadhav,P Negi,Z Khan,0,0
1,17.1,Royal Challengers Bangalore,Iqbal Abdulla,P Negi,CH Morris,0,0
1,17.2,Royal Challengers Bangalore,Iqbal Abdulla,P Negi,CH Morris,1,0
1,17.3,Royal Challengers Bangalore,P Negi,Iqbal Abdulla,CH Morris,0,0
1,17.4,Royal Challengers Bangalore,P Negi,Iqbal Abdulla,CH Morris,0,0
1,17.5,Royal Challengers Bangalore,P Negi,Iqbal Abdulla,CH Morris,1,0
1,17.6,Royal Challengers Bangalore,Iqbal Abdulla,P Negi,CH Morris,0,0
1,18.1,Royal Challengers Bangalore,P Negi,Iqbal Abdulla,PJ Cummins,1,0
1,18.2,Royal Challengers Bangalore,Iqbal Abdulla,P Negi,PJ Cummins,0,0
1,18.3,Royal Challengers Bangalore,Iqbal Abdulla,P Negi,PJ Cummins,2,0
1,18.4,Royal Challengers Bangalore,Iqbal Abdulla,P Negi,PJ Cummins,1,0
1,18.5,Royal Challengers Bangalore,P Negi,Iqbal Abdulla,PJ Cummins,2,0
1,18.6,Royal Challengers Bangalore,P Negi,Iqbal Abdulla,PJ Cummins,0,0
1,19.1,Royal Challengers Bangalore,Iqbal Abdulla,P Negi,CH Morris,1,0
1,19.2,Royal Challengers Bangalore,P Negi,Iqbal Abdulla,CH Morris,6,0
1,19.3,Royal Challengers Bangalore,P Negi,Iqbal Abdulla,CH Morris,0,0
1,19.4,Royal Challengers Bangalore,TS Mills,Iqbal Abdulla,CH Morris,0,0
1,19.5,Royal Challengers Bangalore,TS Mills,Iqbal Abdulla,CH Morris,0,0
1,19.6,Royal Challengers Bangalore,TS Mills,Iqbal Abdulla,CH Morris,0,0
2,0.1,Delhi Daredevils,AP Tare,SW Billings,B Stanlake,0,0
2,0.2,Delhi Daredevils,AP Tare,SW Billings,B Stanlake,0,1
2,0.3,Delhi Daredevils,AP Tare,SW Billings,B Stanlake,0,0
2,0.4,Delhi Daredevils,AP Tare,SW Billings,B Stanlake,1,0
2,0.5,Delhi Daredevils,SW Billings,AP Tare,B Stanlake,0,0
2,0.6,Delhi Daredevils,SW Billings,AP Tare,B Stanlake,4,0
2,0.7,Delhi Daredevils,SW Billings,AP Tare,B Stanlake,3,0
2,1.1,Delhi Daredevils,SW Billings,AP Tare,YS Chahal,0,0
2,1.2,Delhi Daredevils,SW Billings,AP Tare,YS Chahal,0,0
2,1.3,Delhi Daredevils,SW Billings,AP Tare,YS Chahal,1,0
2,1.4,Delhi Daredevils,AP Tare,SW Billings,YS Chahal,1,0
2,1.5,Delhi Daredevils,SW Billings,AP Tare,YS Chahal,1,0
2,1.6,Delhi Daredevils,AP Tare,SW Billings,YS Chahal,1,0
2,2.1,Delhi Daredevils,AP Tare,SW Billings,B Stanlake,4,0
2,2.2,Delhi Daredevils,AP Tare,SW Billings,B Stanlake,0,0
2,2.3,Delhi Daredevils,AP Tare,SW Billings,B Stanlake,0,0
2,2.4,Delhi Daredevils,AP Tare,SW Billings,B Stanlake,0,0
2,2.5,Delhi Daredevils,AP Tare,SW Billings,B Stanlake,0,0
2,2.6,Delhi Daredevils,AP Tare,SW Billings,B Stanlake,4,0
2,3.1,Delhi Daredevils,SW Billings,AP Tare,Iqbal Abdulla,1,0
2,3.2,Delhi Daredevils,AP Tare,SW Billings,Iqbal Abdulla,4,0
2,3.3,Delhi Daredevils,AP Tare,SW Billings,Iqbal Abdulla,2,0
2,3.4,Delhi Daredevils,AP Tare,SW Billings,Iqbal Abdulla,1,0
2,3.5,Delhi Daredevils,SW Billings,AP Tare,Iqbal Abdulla,2,0
2,3.6,Delhi Daredevils,SW Billings,AP Tare,Iqbal Abdulla,1,0
2,4.1,Delhi Daredevils,SW Billings,AP Tare,TS Mills,1,0
2,4.2,Delhi Daredevils,AP Tare,SW Billings,TS Mills,0,0
2,4.3,Delhi Daredevils,AP Tare,SW Billings,TS Mills,0,0
2,4.4,Delhi Daredevils,AP Tare,SW Billings,TS Mills,0,0
2,4.5,Delhi Daredevils,KK Nair,SW Billings,TS Mills,0,0
2,4.6,Delhi Daredevils,KK Nair,SW Billings,TS Mills,4,0
2,5.1,Delhi Daredevils,SW Billings,KK Nair,B Stanlake,0,0
2,5.2,Delhi Daredevils,SW Billings,KK Nair,B Stanlake,1,0
2,5.3,Delhi Daredevils,KK Nair,SW Billings,B Stanlake,0,0
2,5.4,Delhi Daredevils,SV Samson,SW Billings,B Stanlake,3,0
2,5.5,Delhi Daredevils,SW Billings,SV Samson,B Stanlake,1,0
2,5.6,Delhi Daredevils,SV Samson,SW Billings,B Stanlake,1,0
2,6.1,Delhi Daredevils,SV Samson,SW Billings,YS Chahal,1,0
2,6.2,Delhi Daredevils,SW Billings,SV Samson,YS Chahal,1,0
2,6.3,Delhi Daredevils,SV Samson,SW Billings,YS Chahal,0,0
2,6.4,Delhi Daredevils,SV Samson,SW Billings,YS Chahal,1,0
2,6.5,Delhi Daredevils,SW Billings,SV Samson,YS Chahal,6,0
2,6.6,Delhi Daredevils,SW Billings,SV Samson,YS Chahal,1,0
2,7.1,Delhi Daredevils,SW Billings,SV Samson,Iqbal Abdulla,1,0
2,7.2,Delhi Daredevils,SV Samson,SW Billings,Iqbal Abdulla,1,0
2,7.3,Delhi Daredevils,SW Billings,SV Samson,Iqbal Abdulla,0,0
2,7.4,Delhi Daredevils,SV Samson,RR Pant,Iqbal Abdulla,1,0
2,7.5,Delhi Daredevils,RR Pant,SV Samson,Iqbal Abdulla,6,0
2,7.6,Delhi Daredevils,RR Pant,SV Samson,Iqbal Abdulla,0,1
2,7.7,Delhi Daredevils,RR Pant,SV Samson,Iqbal Abdulla,0,1
2,7.8,Delhi Daredevils,RR Pant,SV Samson,Iqbal Abdulla,1,0
2,8.1,Delhi Daredevils,RR Pant,SV Samson,YS Chahal,0,0
2,8.2,Delhi Daredevils,RR Pant,SV Samson,YS Chahal,1,0
2,8.3,Delhi Daredevils,SV Samson,RR Pant,YS Chahal,0,1
2,8.4,Delhi Daredevils,RR Pant,SV Samson,YS Chahal,2,0
2,8.5,Delhi Daredevils,RR Pant,SV Samson,YS Chahal,0,0
2,8.6,Delhi Daredevils,RR Pant,SV Samson,YS Chahal,1,0
2,9.1,Delhi Daredevils,RR Pant,SV Samson,TS Mills,1,0
2,9.2,Delhi Daredevils,SV Samson,RR Pant,TS Mills,1,0
2,9.3,Delhi Daredevils,RR Pant,SV Samson,TS Mills,0,0
2,9.4,Delhi Daredevils,RR Pant,SV Samson,TS Mills,4,0
2,9.5,Delhi Daredevils,RR Pant,SV Samson,TS Mills,2,0
2,9.6,Delhi Daredevils,RR Pant,SV Samson,TS Mills,1,0
2,10.1,Delhi Daredevils,RR Pant,SV Samson,B Stanlake,0,0
2,10.2,Delhi Daredevils,RR Pant,SV Samson,B Stanlake,1,0
2,10.3,Delhi Daredevils,SV Samson,RR Pant,B Stanlake,4,0
2,10.4,Delhi Daredevils,SV Samson,RR Pant,B Stanlake,0,0
2,10.5,Delhi Daredevils,SV Samson,RR Pant,B Stanlake,0,0
2,10.6,Delhi Daredevils,CH Morris,RR Pant,B Stanlake,1,0
2,11.1,Delhi Daredevils,CH Morris,RR Pant,SR Watson,1,0
2,11.2,Delhi Daredevils,RR Pant,CH Morris,SR Watson,0,0
2,11.3,Delhi Daredevils,RR Pant,CH Morris,SR Watson,6,0
2,11.4,Delhi Daredevils,RR Pant,CH Morris,SR Watson,0,0
2,11.5,Delhi Daredevils,RR Pant,CH Morris,SR Watson,1,0
2,11.6,Delhi Daredevils,CH Morris,RR Pant,SR Watson,1,0
2,12.1,Delhi Daredevils,CH Morris,RR Pant,Iqbal Abdulla,1,0
2,12.2,Delhi Daredevils,RR Pant,CH Morris,Iqbal Abdulla,4,0
2,12.3,Delhi Daredevils,RR Pant,CH Morris,Iqbal Abdulla,6,0
2,12.4,Delhi Daredevils,RR Pant,CH Morris,Iqbal Abdulla,0,0
2,12.5,Delhi Daredevils,RR Pant,CH Morris,Iqbal Abdulla,0,1
2,12.6,Delhi Daredevils,RR Pant,CH Morris,Iqbal Abdulla,1,0
2,12.7,Delhi Daredevils,CH Morris,RR Pant,Iqbal Abdulla,0,0
2,13.1,Delhi Daredevils,RR Pant,CR Brathwaite,SR Watson,2,0
2,13.2,Delhi Daredevils,RR Pant,CR Brathwaite,SR Watson,1,0
2,13.3,Delhi Daredevils,CR Brathwaite,RR Pant,SR Watson,0,0
2,13.4,Delhi Daredevils,CR Brathwaite,RR Pant,SR Watson,0,0
2,13.5,Delhi Daredevils,CR Brathwaite,RR Pant,SR Watson,1,0
2,13.6,Delhi Daredevils,RR Pant,CR Brathwaite,SR Watson,1,0
2,14.1,Delhi Daredevils,RR Pant,CR Brathwaite,YS Chahal,0,0
2,14.2,Delhi Daredevils,RR Pant,CR Brathwaite,YS Chahal,0,0
2,14.3,Delhi Daredevils,RR Pant,CR Brathwaite,YS Chahal,1,0
2,14.4,Delhi Daredevils,CR Brathwaite,RR Pant,YS Chahal,0,0
2,14.5,Delhi Daredevils,CR Brathwaite,RR Pant,YS Chahal,0,0
2,14.6,Delhi Daredevils,PJ Cummins,RR Pant,YS Chahal,0,0
2,15.1,Delhi Daredevils,RR Pant,PJ Cummins,TS Mills,4,0
2,15.2,Delhi Daredevils,RR Pant,PJ Cummins,TS Mills,1,0
2,15.3,Delhi Daredevils,PJ Cummins,RR Pant,TS Mills,1,0
2,15.4,Delhi Daredevils,RR Pant,PJ Cummins,TS Mills,1,0
2,15.5,Delhi Daredevils,PJ Cummins,RR Pant,TS Mills,0,0
2,15.6,Delhi Daredevils,PJ Cummins,RR Pant,TS Mills,1,0
2,16.1,Delhi Daredevils,PJ Cummins,RR Pant,SR Watson,4,0
2,16.2,Delhi Daredevils,PJ Cummins,RR Pant,SR Watson,0,0
2,16.3,Delhi Daredevils,A Mishra,RR Pant,SR Watson,0,0
2,16.4,Delhi Daredevils,A Mishra,RR Pant,SR Watson,0,0
2,16.5,Delhi Daredevils,A Mishra,RR Pant,SR Watson,1,0
2,16.6,Delhi Daredevils,RR Pant,A Mishra,SR Watson,0,0
2,17.1,Delhi Daredevils,A Mishra,RR Pant,TS Mills,2,0
2,17.2,Delhi Daredevils,A Mishra,RR Pant,TS Mills,1,0
2,17.3,Delhi Daredevils,RR Pant,A Mishra,TS Mills,1,0
2,17.4,Delhi Daredevils,A Mishra,RR Pant,TS Mills,0,0
2,17.5,Delhi Daredevils,A Mishra,RR Pant,TS Mills,1,0
2,17.6,Delhi Daredevils,RR Pant,A Mishra,TS Mills,6,0
2,18.1,Delhi Daredevils,A Mishra,RR Pant,SR Watson,0,0
2,18.2,Delhi Daredevils,A Mishra,RR Pant,SR Watson,1,0
2,18.3,Delhi Daredevils,RR Pant,A Mishra,SR Watson,1,0
2,18.4,Delhi Daredevils,A Mishra,RR Pant,SR Watson,0,0
2,18.5,Delhi Daredevils,A Mishra,RR Pant,SR Watson,0,0
2,18.6,Delhi Daredevils,A Mishra,RR Pant,SR Watson,0,0
2,19.1,Delhi Daredevils,RR Pant,A Mishra,P Negi,0,0
2,19.2,Delhi Daredevils,S Nadeem,A Mishra,P Negi,0,0
2,19.3,Delhi Daredevils,S Nadeem,A Mishra,P Negi,0,0
2,19.4,Delhi Daredevils,A Mishra,Z Khan,P Negi,1,0
2,19.5,Delhi Daredevils,Z Khan,A Mishra,P Negi,1,0
2,19.6,Delhi Daredevils,A Mishra,Z Khan,P Negi,1,0
